username	avr_words_pr_tweet	favourites_count	followers	friends_count	listed_count	recorded_tweets	retweet_count	statuses_count	advertiser
Dezerland Park	24	0	4	0	1	1	0	32	0
michael carter	20	164	53	1264	12	1	1	4035	0
🌛maïa🌜	21	287	11	79	0	1	1	213	0
Celani Njoko🇿🇦	21	85	16	35	0	1	1	88	0
Bianca (ביאנקה אילונה) Tylock	22	36921	813	882	27	1	1	50899	0
@IrritantCab ⚠️#UTAG #ITA #DemoLoony #Ludditte🌺🌺	9	22996	805	793	3	1	1	7022	0
dane southard	12	18231	1142	908	7	1	0	11957	0
Work goes happy	6	37157	14167	9746	307	1	1	65622	0
Clouded Slum	8	3148	213	530	7	1	0	2675	0
Joe Fenton	21	2481	822	1572	44	1	1	8424	0
Bria Szymanski	15	1146	248	430	2	1	1	4479	1
Bishop @AstroWorld Festival 2018	25	4110	4856	2215	14	3	3	2519	0
Ciaran	21	36477	428	585	4	1	1	14064	0
pwalton	23	510	109	102	3	1	1	15603	0
Frances Barrone	15	54557	666	536	10	1	0	4074	0
Fluff	15	27494	52417	417	527	1	0	61033	0
The Greatest Story Ever Played	11	22236	412	36	1	1	0	1582	0
christine westlake	20	4974	328	4987	17	1	1	22706	0
annplifyy	21	1559	37	594	0	1	1	2121	0
PineappleDanceStudio	21	5478	45973	2614	308	1	1	20036	1
Dan Compton	21	1143	109	218	0	1	1	393	0
BLACK FRIDAY DEALS 2018	12	0	409	53	0	7	0	14	1
doreen	21	2231	275	4068	42	2	2	18869	0
Laura Van Gent	24	3403	191	158	1	1	1	2149	0
Kevin Voigt	20	40069	214	232	5	1	1	11852	0
Jacob Peter	15	28444	306	155	3	1	1	12184	1
llomotes	21	110	631	1687	66	1	0	4190	1
luck233	19	5	42	131	0	1	1	400	1
Daddy	4	5871	212	574	11	1	0	58427	0
Home Heating Guide	15	13	90	158	0	1	0	172	0
Christina Sapphire 10K 💋	26	28240	10252	694	79	2	0	8610	1
FUNNY KIDS	12	1816	285	366	0	1	1	1435	0
paul  connolly	20	13650	483	535	12	1	1	17476	0
ForestofNature	22	83962	1322	3260	46	1	0	2257	0
Lakia wehrell	17	0	0	0	0	1	1	1	1
RadicaLatino	10	882	97	51	1	2	2	1856	0
Brendan ✌🏻🎬🎮	21	21063	137	387	13	1	1	12849	1
heath rodgirs	21	3465	7376	7111	194	1	1	296314	0
Georgia Garrison	19	157402	2355	978	15	1	1	169236	1
Unison Fund	18	1424	1388	749	33	1	0	3476	0
John David Alan Daffern and Davey d the kitten 55	15	51529	1467	2311	9	2	2	27352	1
Janis Sexton	22	434268	8677	9388	571	5	5	757312	0
🇿🇦 Malesela Cedrick 🇿🇦	13	33950	53664	56834	50	2	2	31213	0
Calahan Rohrs	17	0	0	0	0	1	1	9	1
Yinkdaddy	10	5985	11783	890	99	1	1	36905	0
www.adam67	21	70331	15302	16768	4234	1	1	108834	0
Seraph	22	122	85	69	1	7	7	19899	0
Dan Tatlow	9	20	52	83	0	1	0	59	0
CatherineS	14	2900	940	869	41	1	0	4174	0
Grimneth	22	827	11	188	0	1	1	2046	0
N.K.	19	20082	222	232	14	1	1	11665	0
Maurizio Barone	13	13246	1901	1184	175	1	0	10616	0
ExaminerLive	14	1584	58235	430	461	1	0	89333	0
HockeyLostBoy	17	207	100	355	5	1	1	486	0
SpartanWire	9	2780	1254	329	25	2	2	15636	0
Denise Benny	23	12875	437	1275	7	1	0	11322	0
⏳charmed&dangerous⌛️	14	18533	1296	1229	57	14	11	224537	1
Sessizlik	19	100722	616	4978	17	1	1	59993	0
Smart Cities Expo	22	418	415	743	23	1	0	1005	1
Hessert Chevrolet	16	182	67	1334	1	3	0	242	0
Jenny Wren	19	4494	1739	1764	156	5	1	27189	1
Jessy Hutchinson	23	183	548	760	87	4	0	23214	1
Anne LaBarbera	8	55565	821	554	122	1	0	124844	0
DEPORCITY	6	19	877	133	0	1	0	742	1
GothamGal	6	30303	1239	878	80	1	1	66888	0
Goodness&Mercy	19	25256	475	230	0	1	1	25280	0
harbuck Agnus	17	0	2	0	1	1	1	23	1
🌚♉all~outvluv🎦⚾	17	20808	126	825	5	1	0	7737	0
AlignMyCarUK	19	283	237	256	5	1	0	508	0
Original.gallery.Paris	13	4	12	75	0	1	0	57	0
Lu Lu Vicious	13	27	65	119	1	2	1	245	0
Emmily Kinoti	12	99	110	384	0	3	3	71	0
KIERAN (kez)	27	7546	2238	323	9	1	1	6628	1
@JulieWa16417274	14	99748	690	3881	4	2	2	96433	0
Acting & Voice Studios	17	6	260	381	1	1	0	82	1
🌸Daisy🌸	23	19960	2500	1759	11	1	1	5301	0
BE_DIFFERENT	10	64	9	37	0	1	0	77	0
NNYLunchSpecial	15	45	23	110	0	1	0	510	0
BI WORLDWIDE Canada	20	122	271	539	22	1	0	469	0
DK & Sir Big B	17	707	3112	4931	71	2	1	7052	0
Trecia Pratt	23	334	482	403	32	1	0	1426	1
New Coupons	12	9	65	86	4	1	0	2261	0
MICHELE MUPO	14	13640	629732	3126	83	1	0	23798	0
Ellie Crook	16	4044	313	471	27	2	0	2680	1
47.62.83.192	20	6634	142	274	2	1	1	3437	0
我心狂野	23	10889	120	2183	0	2	2	3500	0
David Maurer	15	6038	215	747	1	1	1	2104	1
Carissa Murley	24	1511	343	572	0	1	0	791	0
Class Professional	18	668	1470	2487	14	2	1	2170	0
Dr HerbSistah	12	155228	3352	5003	83	3	2	133242	0
Наталья (Natalia)	22	540	177	313	12	1	0	2394	1
HunterTweets	17	141	460	97	78	1	0	4465	0
KathyLynnLeah✝	14	38037	1477	2296	43	1	1	5533	0
Mark Heaton	16	417	65	16	1	1	1	194	0
Mrs. Nastovski	19	3	6	43	1	1	1	691	0
Très Chic World By M.A.B	24	100	233	182	0	1	0	981	1
the legal budgie	24	3130	528	589	21	1	1	6906	0
Cathy Aronson	21	8381	179	389	2	1	1	4808	0
Rajesh	19	1133	179	145	2	3	1	1838	0
Darren Mooney	12	20279	4966	5120	98	1	1	49698	0
Holly March ( Quaintrelle)	24	25740	1254	801	47	1	1	68498	0
George Pease	17	0	1	0	0	1	1	100	1
Jo J	20	2004	99	1356	0	1	1	3323	0
Jo E	21	2486	262	2931	1	4	4	11291	0
WordPress Digest	22	7	10157	3	7955	7	7	765496	1
eden 💖	13	10605	938	344	0	1	1	8539	0
Sahel	19	173	455	318	12	2	0	352	1
Jo B	22	22302	220	407	16	1	1	18249	0
janwhatam	21	39451	1339	3878	131	1	1	66153	0
chicago strippers Bachelor party 773.980.9470	24	42	94	41	2	2	0	2109	0
El Hermano Almirola	23	33984	509	1786	2	1	1	22381	0
LaserAway	20	190	4915	3096	43	1	0	4809	0
Shear Design	14	59	38	133	1	1	1	254	1
Ezanya	13	12	6	50	0	1	0	24	0
Lisa Brandt	18	11358	4484	3101	107	1	1	19944	0
Robert (Shawn) Andrews	22	5461	2161	507	35	1	1	17249	0
Manish Sharma	16	337	26	29	0	1	0	376	1
Karrie	19	58199	363	465	2	1	1	13030	1
Oluwafemi Balogun	15	10339	457	671	3	1	0	10194	0
Charline Hernandez	17	0	0	0	0	1	1	45	1
Mark	17	175042	1827	170	1	35	20	123	1
MouseyKaren	12	7966	1543	1905	0	1	1	12070	0
Grazitti Interactive	14	7201	3822	4169	470	1	0	9515	0
Nicola Partridge	22	50016	467	470	6	1	1	32848	0
Siphochirwa3	16	28968	563	578	1	5	5	17225	1
VicksburgCatholic	12	706	266	473	22	1	0	1299	0
Mason Dvaz	9	289	120	119	0	1	1	2173	0
kimberly Leasure	23	195	42	306	0	3	3	315	1
GAMEOVER 🎮	21	10	127	401	1	1	0	34	1
oh. my. god. ugh, Becky, look. It's Lady V.	19	59957	399	150	7	1	1	11647	1
© Uğur Onur U®han	3	37430	4641	614	18	1	0	22993	0
Bill Leach	19	356	174	422	12	1	1	441	1
Golf Town Burlington	22	59	39	185	0	1	0	15	1
Pier Raccuglia	17	1116	67	96	0	1	1	685	0
K.R.V. What does the fox say?	21	212	7	63	0	1	1	103	0
Kim Vetter	21	191	2	53	0	1	1	20	0
teresa	25	41077	162	2479	0	2	2	5779	1
Joel Yuvienco	9	225	469	482	80	1	0	6658	0
steve oliveira	17	936	232	196	1	3	3	368	1
Stedge Walsh	17	0	0	0	0	1	1	11	1
John Le WLOS Reporter	15	2124	3340	1507	117	2	0	8573	0
Shanice Corinna	18	424	214	2143	13	1	1	446	0
OnlineAttire.com	10	236	16911	1681	26	1	0	887	1
RE/MAX Leading Edge	17	5	125	50	51	1	0	10480	0
Daryl	17	17709	5264	1647	44	1	0	16503	0
Tony Scipione	15	8332	605	740	19	1	0	9170	0
Marky	24	4228	96	512	2	1	1	1158	0
naturalformybaby	19	0	1	8	0	2	0	17	1
Maria Toll	18	0	1	29	0	1	0	3	0
Deb retired teacher	19	14986	1126	1274	35	1	1	39267	0
Chad Anderson	20	9265	19091	1042	69	1	1	9426	0
KymwithaY	19	16446	501	1450	33	1	0	3189	0
Theee J€N R¥CHTAR¥K	23	9674	474	469	6	1	1	5921	1
Drew Marston	15	16214	1464	3244	15	2	2	10179	1
Tom Tayler	25	96	39	494	0	1	1	776	0
mir quadeer	16	12611	5023	4949	0	1	0	18016	0
✌️	19	14564	275	549	17	1	1	23409	0
Cy Bear Loafing	22	11327	114	57	1	1	1	8788	1
JiminxAngel	17	1718	3	33	0	1	1	81	1
sugardaddy	8	3117	483	889	1	1	0	2221	0
Heat Yoga Studio	17	5	15	15	0	1	0	180	1
Roel Westendorp	5	193	88	52	2	1	0	516	1
Wpg_Nudist🇨🇦	15	81	1078	214	10	1	1	3856	1
Michael N. Miller	23	45889	1433	4980	12	1	1	12403	1
The Dick Suckers	21	151	2604	11	19	2	2	459	1
Dandylionstyle	12	100	403	702	13	1	0	1183	0
Istvan Szaszko-Bogar	10	0	55	47	4	12	0	11128	1
Ruggable	17	60	399	186	4	2	0	84	1
LetsTalkYourLife	21	1126	595	1015	25	1	0	6051	0
#TeamRed	21	68163	1790	906	52	1	0	51675	0
Tuxmichl	14	1175	22	99	0	1	1	735	1
A1 Retail Magazine	14	1286	5553	2165	188	2	0	6684	0
AmericanGirl 🇺🇸	21	4287	2476	2068	4	1	0	4445	0
Skap Slag Shark	21	8951	164	345	0	1	1	6252	1
Eli Shebson	23	70	85	259	0	1	1	169	0
Miamba Boutique	17	4393	889	447	32	2	1	9150	0
AlexRoivas	21	3595	111	198	5	1	0	554	1
Scott Thompson	22	6072	510	912	0	2	1	3146	1
7-11	16	26	2435	4911	12	2	2	41422	0
Keri Anne Castellano	26	2222	119	281	7	1	1	1874	1
Your Own Place CIC	20	15330	3461	4173	152	8	2	16609	0
Handri Vorster	21	35257	338	505	20	1	1	30731	0
Catherine Brown	25	52477	695	701	56	1	1	44871	1
princess.jazzz	20	48	2	23	0	1	1	37	0
Bayiga  Saudah	14	5051	1776	1873	0	1	1	722	0
PolkaDot Peep	22	0	0	1	0	1	0	3	1
Shawn of the Fed	20	57147	4167	3367	152	1	1	29218	0
ModulesGarden	19	106	911	80	39	1	0	3166	0
Jim Tyson	12	884	268	351	5	1	1	749	0
FM97	21	972	7227	2697	165	1	0	123279	1
Deborah L Williamson	22	852	69	281	5	1	1	2178	0
The Curious Button	18	2450	2505	249	110	1	0	1699	0
M. Ullrich	17	7596	598	539	41	1	0	5667	0
Ana Maria	21	230340	3701	1132	4	3	2	5379	0
Spencer @ Alice's Restaurant	19	399	35	117	0	1	1	967	1
Lindsey Graty	23	2606	306	4367	3	1	1	11347	0
cvillemommyto3	18	13	52	286	0	1	1	1060	0
Jisbshsjdn	9	281	1	56	0	1	1	122	0
Crazypedia@toot.chat	13	4486	89	98	40	2	0	5621	1
MrandMrsJohnQSmith 🇸🇪 🇺🇸	7	38473	76	718	1	1	1	4594	0
Rin	22	2152	97	258	0	1	1	2816	0
Rio	11	58069	625	1196	6	1	0	34834	0
The Diane-Kruger Effect	4	701	121	80	1	1	0	180	1
Katarzyna Lesińska	21	824	5	24	0	1	1	1008	0
Ashleigh Pagi	17	0	0	0	0	1	1	13	1
Prettier in Pink	24	47378	1112	1799	48	1	1	39490	0
CMI West Midlands	24	457	306	343	13	1	1	545	0
Benjamin Bathke	21	8266	1929	2835	282	1	1	9356	0
Ria	19	60533	285	196	0	2	1	123	1
Andrea M	20	3175	35	48	0	1	1	17528	0
Clarine Frascello	17	0	2	172	0	1	1	98	1
brian fischer	23	18786	3384	2644	770	1	1	34999	0
Qwicart	20	599	262	82	1	3	0	407	0
Gym Leader Carly 🎄	9	3454	167	257	7	1	0	15980	0
IG: iammrlindenfx	3	4295	467	286	7	1	0	8822	0
The Pigfather	14	1037	120	340	0	1	0	530	0
Avis Stepke	17	0	0	0	0	1	1	29	1
Keila👑	20	2414	303	1329	1	1	1	3093	0
BeautifullyBlessed💛	7	20395	473	1405	7	1	0	21147	0
Dee Neeson#obstreperousoldie 🇪🇺🇮🇪🤝	24	25069	125	178	0	1	1	4247	0
Pedes, the one who draws Eeevees	22	3157	301	177	34	1	0	46941	1
becca	20	17821	247	133	0	2	1	290	0
Barb White	16	1955	78	230	3	2	0	606	1
Mariko Lotz	17	0	1	0	0	1	1	79	1
Lela the Good Witch 🔮	6	786	56	35	1	1	0	6345	0
Amienski	10	652	168	290	0	1	0	124	0
Deme Santamaria Muño	23	11432	66	24	34	2	2	5169	1
MediaVision Limited	4	1901	4065	1864	16	1	0	10424	0
Linda VanNoy	24	6970	342	740	0	1	1	7648	0
guntashmangat	20	222	5	44	0	1	1	16	0
Tammara Ramirez	17	0	0	0	0	1	1	9	1
Young Justice Wiki	24	2311	7235	47	39	1	1	9329	1
Phyllis Gail	25	18328	12078	13316	301	1	1	265192	0
Bush and Associates Insurance Broker	7	2733	717	3776	5	1	0	2992	0
Juno 🐼	20	11380	12276	11418	13	2	0	696	1
Fielder Centre	21	158	269	379	6	1	0	647	0
Saleh Al-Buhairi	21	17997	565	721	41	1	1	14063	1
Franklop	16	93380	1267	647	16	1	1	42103	1
CEI Bookstore / Truth Publications	18	7	128	60	1	1	0	526	1
Window Warranty NW Ltd	20	0	3	10	0	1	0	11	0
tom sides	24	186	67	808	16	2	2	10471	1
sokode_gh	20	1703	570	350	0	3	1	3969	0
Lauren Pack	21	308	1252	90	23	1	1	8875	0
Boyd0H	22	15814	400	1157	12	1	1	8836	0
The TLS	20	64	59258	1167	1632	1	0	20368	0
Lisa Kay virgoe	21	17801	856	1274	1	1	1	5361	0
Aldersgate Village	17	141	328	602	20	1	0	769	0
Shauna R. - Realtor	24	72	252	174	12	1	0	704	1
L0fty	11	495	167	447	17	1	0	2580	0
CashPredict.com	15	39	890	23	0	1	0	555	0
wearyourmask	16	153	21	26	5	1	0	36	1
JANET SCAIFE	20	592	949	1877	8	2	2	1626	0
Kaiheps	16	23072	181	643	3	1	1	1179	0
An.	20	27772	546	299	28	1	1	56491	0
Occulted Reality	23	170	88	33	1	1	0	163	0
Robin Kelly	15	549	4710	3638	261	1	0	5822	0
Dewayne “Not Dwayne” Perkins	21	25058	7092	792	64	1	0	4406	0
Jackie Howell	21	15064	1118	4410	187	3	3	92242	0
Floyd Digga	18	1025	309	996	72	1	1	28597	0
♥ 𝖛𝖆𝖓𝖊𝖘𝖘𝖆 𝖛𝖎𝖝𝖊𝖓 ♥	23	47458	1518	432	20	3	3	72606	0
mel.	4	275	495	122	4	1	0	48766	0
Lois Marie Frescura	16	6504	255	230	8	3	3	2638	0
Riö	4	337	2	36	0	1	0	250	0
mactavish 🌎 🏳️‍🌈 💙💜❤️	23	30108	3944	4999	327	1	1	189202	0
W. Paxton Robinson	23	32	1175	3412	3	1	1	50222	1
Data science	18	37	11289	6326	244	1	1	133201	0
Solak Jeremy 🐌	4	866	55	88	0	1	0	715	0
Dennis Gilbert, CSP	14	1799	7927	7376	201	1	0	13552	0
Laura	19	334582	9415	2934	447	33	28	154850	1
Sphiwo MjitORight ®	12	105421	4502	4847	3	3	3	27934	0
Peak Money	23	677	193	959	1	1	1	287	0
Garrood Alona	17	0	0	0	0	1	1	17	1
Sharla Ghermezian	17	0	1	0	0	1	1	56	1
Fahma🧞‍♀️Conte🥀	20	1165295	23035	1186	436	1	1	429813	0
Glutton4Pnshmnt	14	65060	1875	2012	5	1	1	34853	0
Rachel Evans	17	88	3	19	0	1	1	109	0
🧙‍MagicalMysticalBoy🌠	14	8291	4834	4436	28	7	0	40301	0
Debra Duke	23	187386	3036	3160	16	1	1	131878	1
whiskeytangoalphafoxtrot	21	6709	1619	2981	58	1	1	5323	0
⚡️ Олег Дмитриенко ⚡️ "Unifox ICO"	18	8472	16712	3233	21	1	1	22375	0
Thaisa Zacarias	22	2042	164	148	4	1	1	5554	0
d richo	20	2927	241	2148	25	2	2	6054	0
alierapzela	21	1903	290	1255	2	1	1	4074	0
Sylvan Darkfellow	24	10393	1164	1271	29	1	1	8369	0
Griffin Bai	23	33	51	59	2	1	1	1307	1
360Fashion Network	12	1080	6932	1005	454	1	0	40730	0
April Macowicz	16	13	135	183	4	1	0	1252	1
Koyo Mita	12	844	49	102	0	1	1	524	0
The Picture Poet	23	70972	6730	3534	108	1	1	46710	0
Justin Ryan	22	69	5	129	0	1	1	134	0
RositaFresita	24	7423	141	139	0	1	1	6119	0
Sue Hodara	25	3602	275	459	7	1	1	1977	0
Lee Conybeare	16	1212	113	330	6	1	1	594	0
Nick Kulbaba	22	7470	476	695	1	1	1	5947	0
Baluch H	20	57919	121	379	16	1	1	137665	0
Courtney Clift	21	294069	1683	343	227	2	2	196891	0
Marianne Majerus #FBPE	23	49231	3073	3084	44	1	1	7661	0
Rachel Braxton	19	10	106	3220	2	1	0	3922	0
morwenna holman	16	156578	4642	4620	250	1	1	405070	0
kuskatstudio	12	3623	2198	2390	271	2	0	10981	0
TrumpIsGreat🇺🇸🇺🇸🇺🇸	22	111929	1428	1208	0	3	3	60419	1
Robert Daly.	5	150851	2180	1787	78	1	0	120116	0
David jh	9	524	137	268	2	1	1	3138	0
Stephanie	15	238197	15121	200	5	14	8	1529	1
Empress Envy	17	9	31	119	1	1	0	373	1
#UkukhulaOnMzansiMagic	26	9664	1658	1359	6	1	1	10947	0
.	17	171604	30278	1264	15	51	46	29150	1
SoccerPro	20	2503	7575	978	128	1	0	17042	0
B from the S.A.V.	10	6118	367	1511	11	19	17	5760	1
Gorlin Drone	17	0	0	0	0	1	1	14	1
// PRASHANTH //	21	45658	2083	3089	4	1	1	35094	0
🙅‍♀️	21	4559	207	59	0	1	1	1685	0
Kendra Escot	17	0	8	305	0	1	1	138	1
Helytza	8	11095	60	530	0	1	1	4488	0
West End Ladies	7	594	596	84	3	4	4	477	0
SwedeMauser	24	12	4180	7	1	1	1	1197	0
Michele Gi	27	434	155	209	0	1	1	381	0
Lindsay Erwin	22	2258	64	97	3	1	1	1750	0
Karen Haughian	19	724	230	154	4	1	1	166	1
Sam Frew	22	18723	634	95	34	1	1	15229	0
J.	16	30342	4463	825	70	3	3	108719	0
🙏🏽	13	7	92	134	0	1	1	15	1
Arnaud	21	1031	50	56	0	1	1	324	0
The Sunflower Market	10	0	2	47	0	1	0	4	0
kwabena atta  safo	18	5043	42	61	2	1	1	5330	0
Highlander Creative	22	14343	2194	2839	3	1	1	18250	0
gothp1	19	55016	915	2656	97	1	1	71099	0
Marios Roussos	16	5489	2448	2208	24	1	0	7188	0
EMMA - GEMZ BY EMZ	16	5342	10681	3914	99	1	1	79911	1
MonkeyData	12	525	610	354	185	1	0	1146	0
Fatih Demir	6	14289	309	205	0	1	0	10786	0
Itaya Cabrera López	15	16034	178	202	1	1	1	13241	0
Suphil Philipose	15	2504	246	956	3	1	0	2876	0
Brownie 🌻 [📌]	24	14436	972	412	13	1	1	16545	1
Jessie Jamison	22	284	80	126	2	1	0	212	0
DEVIOUSANGELXXX	24	293	50	190	1	1	1	125	0
J.T. Waterman	13	39136	910	849	2	1	1	45942	0
Carletta chapman	17	0	0	0	0	1	1	23	1
FaDeRi	20	88424	588	2045	77	1	1	38663	0
Alec Durante	14	0	0	0	0	1	0	1	0
SaveOurDemocracy	21	6920	1245	2158	23	1	1	15489	0
Cali	17	4419	371	284	0	2	2	7044	0
Lara Fiorani	22	563	8	53	0	1	1	328	1
Fattoria di Montemaggio - Harvest 2018 🍇	18	4256	1780	1931	112	2	0	9549	1
Diane Chrystall	23	33	612	2	3	3	3	40	0
TDF	12	5149	19086	1794	656	1	0	17883	0
小川晃侍 ーKohji Ogawaー 🖌️ Copyright©️kifune_Art18	16	110819	1863	1307	15	1	1	56402	0
Tichus	19	0	0	19	0	1	1	16	1
@snouri	20	3520	733	997	73	1	1	19035	0
David Han	23	161694	3259	5001	149	2	2	110305	0
Here ♂n Mars	14	15278	633	301	17	2	1	14709	0
France Afrique	26	292268	4659	3327	36	1	1	299171	1
Länspump	7	5781	24	96	0	1	1	549	0
Josh Walker	21	199480	2987	4991	58	1	1	154753	0
NYSWAGGR519	22	23157	516	2106	100	1	1	56706	0
Tiyaniipeenny  ♺	10	8855	1018	4978	0	1	1	752	0
Justice For Muslims Collective	20	872	841	740	20	1	0	1777	0
huda zahid	12	2999	177	338	8	1	0	3431	0
Eri Shanks	18	1176	29	89	0	1	0	172	0
RODO	16	27505	2550	4055	208	1	1	76730	0
Lisa Browne	22	6362	89	520	15	2	2	6129	0
SouthIndianSamayal	8	1	47	0	0	1	0	123	0
Lůkē	23	12076	3313	2476	32	1	0	29853	0
Skye	24	11783	13547	5220	102	3	1	3760	0
ZerOne News	9	0	445	405	274	2	0	4355	0
Reba Thor�n	17	0	1	0	0	1	1	10	1
Lisa Lang Blakeney	23	263	1907	415	299	1	1	87420	0
sallyscissorsxo	22	6338	3674	642	8	3	3	6910	1
Doctor Sekzi ⭐⭐⭐	18	157950	10119	10626	272	5	5	152228	0
stephen lloyd	19	67100	719	809	2	1	1	13896	0
Queen Maeve	23	6386	106	402	0	1	1	6845	0
Concepció Ferrer	7	149	658	206	30	1	1	76088	0
Jacint Estalella	22	55543	547	311	14	1	1	49854	1
centre:mk	16	3224	10996	852	110	1	0	7180	0
Catherine Tinley	18	3954	1017	1054	39	2	1	4950	1
🇨🇦 david panopoulos 🇬🇷	22	20288	2649	2723	72	1	1	96318	0
13.10	17	4055	152	711	0	1	1	4097	1
Jenn 👩🏻‍💻	11	24428	9451	2908	151	1	1	75915	0
Gonzalo Navas	25	306	182	545	0	1	0	63	0
Latus Motors Harley-Davidson	15	23	1189	255	17	1	0	4392	0
ELMENS	20	946	4544	1952	108	1	1	4892	0
Michael McMannis	18	23	6151	6718	125	13	13	110612	1
Itu🇱🇸	14	126	11	166	0	1	1	16	0
lamyea	19	27396	892	724	8	1	1	29322	0
Gala Graphics	19	4490	2463	1114	12	1	0	1912	1
Radford Univ. Alumni	17	6382	3069	1542	37	2	0	5235	0
Diana Bialkowski	19	380185	16312	16386	122	2	2	433548	0
Devon Financial	18	15	41	57	0	1	0	122	1
Colm Mac Con Iomaire	20	15786	5924	861	76	1	1	9389	1
Elliedan Johnston	23	3949	216	2882	1	1	1	10737	0
CollectorsCantina	16	11252	1965	532	64	1	1	11001	0
Millbrook Village	21	16	53	141	0	1	0	104	1
Mark T. Kenny	11	3564	1135	532	100	1	0	14714	0
Heather & Rob	21	7935	1148	4624	77	1	1	32409	0
V.P.M	17	88581	14356	1005	24	3	1	166690	0
Erst While	11	1864	96	231	2	1	1	460	0
SolidXperts	17	28	1245	929	67	2	0	2121	1
Jay Pase	8	11799	906	345	48	1	0	7658	0
ana sofy	5	1998	843	256	2	1	1	21244	0
r34gtr	10	18558	493	4984	4	1	0	21607	0
Scandalo al Sole	16	6008	806	622	119	1	0	7590	0
Jaz Jackson	23	399	56	263	0	1	1	998	0
CrispinHolloway	23	7260	701	1226	21	1	1	6087	0
Delora Ciurea	17	0	1	152	0	1	1	2	1
Shelley Belley⭐⭐⭐	7	243866	9605	10448	30	1	1	224347	0
ezra ⛧	5	27112	83	916	0	1	1	17263	0
ADS London Jeans	16	37	122	339	0	1	0	161	1
Phi	22	7220	936	72	8	2	1	428	0
C. Mervyn Graham	24	161562	478289	426726	750	2	1	436860	1
Farming Today	21	1772	24336	812	250	1	1	4430	1
💖LOUiSA💖	15	3528	916	396	2	1	1	1018	0
Females and Finance	27	1174	374	583	11	1	0	476	0
Tracey	19	47041	3178	4978	50	9	9	15843	0
Nicole Ashley	12	6	4	32	0	1	0	14	0
Lost Time	17	3358	666	900	11	1	1	20579	1
martin arafat	16	2044	323	1976	7	1	1	5424	0
Harley	16	21596	4440	4945	6	4	2	29064	0
Gordon MacKinnon	23	24662	737	3229	86	1	1	38276	0
Chris Helmey	22	84	43	122	0	1	1	71	0
ANILA WHITNEY	10	3865	47952	44184	626	1	0	10282	0
Publicity South West	12	521	1213	1416	7	1	0	598	0
dean boyle	20	11081	480	5002	12	1	1	20139	0
Albert Mur	11	33870	142	288	11	1	0	5314	0
Alex Richardson	19	2792	9056	9870	14	1	1	3983	0
Leffler Kerry	17	0	2	483	0	1	1	70	1
ThroneOfBeardz	13	1	12	116	0	1	1	59	0
Never Better	8	75273	3124	4937	42	1	1	61085	0
Steel City Collectibles - Retail Store	18	2253	3151	510	34	8	2	3459	1
Gavin	11	1119	318	1231	1	2	2	2127	0
Chad Coker	13	2298	512	894	10	1	1	8674	1
CinemaniacGamer	19	487	135	228	0	2	0	465	0
Ashton Athletic FC	29	10402	6120	717	41	1	1	14365	1
Ruben Cervantes	22	1199	62	282	2	1	1	1156	0
EBR	20	3328	62	652	2	1	1	1517	0
maxine sykes	14	35	9377	9697	6	3	3	99860	0
TheRealDinero	17	573	366	370	2	1	0	704	1
Snø Gudinnen	9	2213	485	1389	16	1	1	3296	0
ATX Identit*rian	7	15199	146	407	0	1	1	15593	0
Abdul Awal Uzzal	12	44	1631	213	8	1	0	111	1
lilsyu	24	4430	103	288	0	1	1	1004	0
redbulladdict50	22	1081	18	88	0	1	0	489	0
A Haverin' History of Scotland	21	702	143	151	0	5	0	563	0
Joyce J - A Southern Writer 👩🏾‍💻✍🏾	20	26572	1346	2975	51	1	1	6007	0
Mike Foster	16	223742	637	139	68	1	1	180715	0
Damion	28	138	29	138	0	1	1	97	0
ZuluGirl🙋	21	4612	494	588	2	2	2	3147	1
Niki Danforth	18	625	2016	176	40	1	0	2170	0
Ben's Leadership❌	16	58235	5937	5838	74	1	1	108186	0
Ruud de Sera	16	69	510	1358	16	1	0	4015	0
Marketing Products	16	17794	10504	73	1432	4	4	20998	1
Powerlifting Motivation	9	1001	2473	497	14	1	0	4056	0
James Silva	16	117	18	38	0	1	1	107	0
Edward M. Smathers	19	2441	206	597	7	1	1	2451	0
J🅰️KE 💡	13	271242	5035	3667	133	1	1	195375	0
Anthony Andres	18	148	1859	87	2	1	0	2464	1
monika	24	2015	14596	5920	131	1	1	305356	0
Amy🐰	17	158313	6089	4583	185	1	1	167022	1
⭐️⭐️⭐️ @gsPatton007  FOLLOW PATTON	20	90780	35149	22303	26	2	2	91376	0
Cheyenne Polius	11	28	54	128	1	1	1	102	0
TrueStoryBot	19	7449	5119	5617	79	1	1	85981	0
Happy	3	8641	2436	3179	5	1	0	29335	0
Matt Huntington	21	1247	147	406	0	1	1	814	0
Tiffany Hatfield	21	2914	106	335	8	1	0	481	0
Tatiana Wright	17	362889	10453	1152	980	3	2	523421	1
J  Nelson	22	5226	322	1480	20	1	1	20413	1
Sauce & Brown	23	7304	2762	2230	22	1	1	7471	0
𝔑𝔦𝔠𝔬𝔩𝔞𝔰 𝔈𝔰𝔱𝔢𝔟𝔞𝔫🌹	10	4430	201	206	3	1	1	744	0
Mam'fene omhle🌻	26	3074	367	263	2	1	1	2065	0
NomadCovfefe	23	104809	7324	7902	10	2	2	137814	0
Creechy	26	224	754	527	3	1	1	19083	1
